Code,NumberOfHouseholds,HouseholdMedianIncome,HouseholdMeanIncome,NumberOfFamilies,FamilyMedianIncome,FamilyMeanIncome,NonFamilyHousehold,NonFamilyHouseholdMediumIncome,NonFamilyHouseholdMeanIncome
8824,4152,154069,173865,3646,166413,185522,506,55698,86885
8823,3454,91528,113099,2188,121574,127111,1266,59884,87737
8822,10847,113352,149988,8167,146135,170446,2680,62944,85687
8821,142,71923,103541,132,75417,98978,10,0,0
8820,12535,131216,159442,10674,147959,173883,1861,55233,72484
8817,15071,92298,107950,11329,103335,117155,3742,55390,75926
8816,16129,123003,149977,12764,146991,170916,3365,50398,65793
8812,4551,103528,139142,3366,118245,148260,1185,67610,108300
8810,2855,128807,151887,2596,143696,159428,259,70129,68147
8809,2069,106935,139734,1318,145000,173883,751,69145,77491
8808,77,75795,62121,33,0,0,44,48125,51984
8807,12996,136314,155555,9884,161100,178524,3112,55530,77164
8805,4176,75058,104005,2967,77948,107576,1209,55295,88398
8804,1067,95313,120438,743,125469,142718,324,0,64515
8802,1482,119052,147658,1252,130000,156187,230,56389,86659
8801,2563,141203,188785,1832,195345,234949,731,63750,71282
8759,19639,42810,62051,8771,72817,85361,10868,26475,42845
8758,3491,78018,100948,2561,88101,111247,930,38581,49543
8757,17031,46274,66947,8704,64961,84405,8327,28741,46941
8755,10224,70419,100547,6250,97486,122374,3974,34394,62070
8753,24019,84533,103940,16136,107111,121293,7883,45229,64240
8752,1248,60700,105065,578,92500,151467,670,51134,63711
8751,2047,57238,85770,1023,80707,103957,1024,45208,67463
8750,1358,127333,201919,966,164706,240462,392,70648,104934
8742,10085,100394,129230,6781,112468,147362,3304,69400,88431
8741,1019,110903,119592,797,117771,131266,222,52639,69041
8740,680,53947,66285,345,58068,70737,335,41488,61607
8738,694,120000,205039,495,146691,215378,199,68558,176582
8736,5188,135946,167153,3701,162083,193528,1487,49527,99869
8735,2220,69200,108795,1269,115720,146907,951,41730,57691
8734,3082,99357,117936,2348,102023,130168,734,51850,67683
8733,1017,70378,81035,750,72350,88000,267,34188,49048
8732,655,92434,111445,378,117692,133522,277,71458,76858
8731,7963,81650,100942,5234,100462,116507,2729,49370,68522
8730,1690,148788,178465,1270,171964,192290,420,51989,136661
8724,16716,77882,104006,10721,105499,127594,5995,44314,57898
8723,12933,84484,98394,8423,102392,116513,4510,49201,59920
8722,3992,81658,99389,3094,87125,100887,898,51859,86916
8721,7706,92387,112308,5537,107521,122642,2169,52254,76822
8720,270,131983,147109,217,160375,167362,53,0,64189
8701,24079,52530,77633,18113,57343,81015,5966,31720,60186
8691,6336,137347,155354,4470,168125,190841,1866,57598,67317
8690,6749,103350,118863,4933,119042,136525,1816,54056,67384
8648,11678,108772,131019,7477,126769,159432,4201,67863,79002
8641,1140,75543,84116,974,76727,84046,166,61286,82973
8640,1065,85296,87042,858,90365,89312,207,59125,74280
8638,8081,57064,72035,4618,71418,88075,3463,35492,47592
8629,4087,72258,98954,3255,71492,74860,832,42000,49143
8628,4133,83208,99491,2137,121953,123434,1996,61235,72172
8620,3945,97250,112862,2820,119800,130673,1125,44934,58261
8619,9031,83589,99047,6003,100231,112566,3028,54804,69433
8618,12788,38591,61518,6904,62419,80151,5884,23789,37204
8611,9289,39958,57559,5615,51551,65789,3674,24156,40546
8610,11024,71388,83007,7429,79911,92426,3595,48444,54828
8609,4216,39467,100678,2460,45000,140037,1756,23019,31673
8608,481,16991,35446,180,0,62778,301,11058,18903
8562,1747,71926,88226,1299,85329,102014,448,39853,44418
8561,172,0,105660,154,0,111085,18,0,0
8560,1545,108668,143882,1050,133125,176108,495,37356,56832
8559,2166,133580,193799,1569,155224,230062,597,67574,96927
8558,2549,206287,241894,2056,241071,286113,493,46250,55848
8555,288,110625,119889,243,114554,129876,45,51250,65960
8554,1625,89886,108043,1012,106000,119427,613,55574,85664
8553,234,111346,186856,159,125417,214211,75,68365,101685
8551,1979,141536,181795,1594,159853,203924,385,61250,87056
8550,6620,191208,235100,5506,207962,262159,1114,67500,99171
8542,1500,87826,131903,722,111023,163241,778,81419,102554
8540,18143,154859,206413,13140,191000,247670,5003,58003,84694
8536,7742,113609,151724,5230,146469,186167,2512,79600,79612
8535,1564,185750,232801,1356,198707,255931,208,0,75956
8534,4781,133818,170536,3496,159227,199905,1285,55383,84550
8533,2597,93341,113903,1873,121103,129921,724,32065,69994
8530,2958,108963,161712,1800,132963,166071,1158,81250,153508
8528,50,0,164944,32,0,0,18,0,0
8527,20187,98606,111308,15254,112050,126715,4933,44019,58266
8525,1872,127885,159197,1382,150726,179547,490,82938,98193
8520,9280,100288,123113,7057,116526,140933,2223,39375,56645
8518,2206,83819,100867,1454,97022,116060,752,48106,62889
8515,1675,149967,167421,1532,152321,170935,143,56106,85673
8514,2023,103427,173513,1287,165545,217241,736,58447,96357
8512,4264,113116,144370,3090,128280,173307,1174,41638,61334
8511,472,77708,96511,352,107188,111463,120,0,49848
8510,1898,167037,203598,1684,180431,221519,214,48800,61363
8505,6729,95776,116164,4537,112199,130567,2192,68564,82129
8502,3654,201984,238226,3264,222619,254595,390,86875,97957
8501,2405,115521,149685,1968,142786,166869,437,50673,69950
8406,4655,55681,84107,2614,74590,109202,2041,35804,50569
8403,475,110972,205944,314,150227,245848,161,49688,126024
8402,2877,101354,141796,1846,132500,179650,1031,49736,73499
8401,15775,29526,48100,8396,36066,56579,7379,20927,35850
8361,6392,85335,100733,4636,99598,115996,1756,38995,54424
8360,15066,52826,67262,10165,58544,76409,4901,31588,42269
8353,135,59931,82816,100,80500,93080,35,58281,48591
8352,219,0,66613,184,0,72303,35,0,0
8350,182,0,105443,142,167759,119973,40,63462,48123
8349,809,50363,58492,576,59286,64661,233,35764,38959
8348,53,84934,96579,53,84934,96579,0,0,0
8346,252,82746,69412,195,83422,78464,57,0,38442
8345,283,54886,64729,175,75034,84190,108,19000,32550
8344,1761,64306,84433,1094,82976,97766,667,49017,62204
8343,1587,101573,121555,1275,123250,138023,312,34375,45999
8341,915,0,96351,633,105592,122870,282,21136,30117
8340,485,61140,75500,318,75583,91313,167,33719,36746
8332,14107,62027,95359,9236,70912,108448,4871,33389,64523
8330,10681,70571,91978,6981,89944,106541,3700,40859,60312
8329,141,69125,63133,116,69500,67708,25,0,0
8328,657,66094,71187,492,75571,73768,165,58365,61347
8327,192,68816,237640,120,0,348393,72,0,51849
8326,482,61415,79542,349,84107,90697,133,33854,38747
8324,128,73621,108223,117,0,111183,11,0,0
8323,200,79750,100662,148,96250,112687,52,53750,58475
8322,3433,89570,103003,2783,96648,106412,650,41310,80900
8321,71,28036,38268,23,34107,57561,48,22188,29025
8320,0,0,0,0,0,0,0,0,0
8319,420,99868,108230,361,113188,116319,59,0,49392
8318,4724,74052,94814,3405,101815,109852,1319,38977,51408
8317,642,84432,95577,436,102561,111395,206,67756,61608
8316,68,0,41121,29,0,0,39,31397,34033
8314,146,133269,98656,131,134712,107479,15,0,0
8312,2971,85250,99096,2233,103613,117338,738,37035,39613
8311,585,60563,70992,398,77857,72750,187,20139,52347
8310,665,44639,56313,423,60563,66202,242,34628,38206
8302,13622,50481,70553,9267,61585,79160,4355,27298,45596
8270,3111,74776,86001,2234,93220,98852,877,27037,46096
8260,6251,55551,91516,3795,72758,117127,2456,37075,48448
8251,4555,60191,79265,3269,66472,84108,1286,41923,50018
8248,20,0,0,11,0,0,9,0,0
8247,506,113333,167108,321,164688,207727,185,55893,94563
8246,32,0,0,32,0,0,0,0,0
8244,4460,62241,80816,2855,77299,92769,1605,36550,56934
8243,1105,76875,113789,713,107153,139716,392,45917,66179
8242,1340,79250,87172,785,80634,105321,555,67230,59415
8241,442,140357,187261,360,155000,214251,82,50278,68770
8240,0,0,0,0,0,0,0,0,0
8234,14263,81448,98608,10751,96323,109770,3512,42613,59262
8232,6232,42009,61975,4298,46667,66265,1934,21708,41710
8230,1966,95444,125441,1574,111500,139428,392,55227,59206
8226,5203,87060,121130,3072,112857,149719,2131,44190,79559
8225,2903,84018,115782,2105,103410,135441,798,48167,59380
8224,142,84500,109780,113,112639,118738,29,0,73714
8223,1875,83750,104074,1420,109500,116965,455,38125,52538
8221,2523,116058,161127,1919,136767,186959,604,44918,75716
8217,0,0,0,0,0,0,0,0,0
8215,5163,71497,93994,3643,79856,97461,1520,41576,71902
8212,93,71902,95076,40,94000,126073,53,70489,71683
8210,6614,75880,92326,4600,88547,106918,2014,43900,53657
8205,10208,72004,88828,6594,84506,102706,3614,48817,61024
8204,7461,71695,91117,4894,90207,111514,2567,31149,49539
8203,4151,75329,104376,2525,98114,129486,1626,36786,58768
8202,812,110769,182563,555,135822,222046,257,80117,95067
8201,3752,62269,95363,2869,65795,103820,883,47188,63131
8110,5868,66371,76001,4488,73549,85639,1380,25556,36268
8109,8359,68755,80315,5842,77791,90816,2517,40928,50152
8108,7951,94851,111237,4536,120187,134695,3415,55979,78558
8107,5476,60842,82368,3197,80810,103180,2279,33814,49255
8106,3878,82500,95764,2335,104158,115808,1543,42201,56745
8105,8366,34722,49563,6055,37783,52945,2311,15544,29741
8104,8832,26784,40288,5783,28475,45419,3049,16230,25070
8103,4932,27342,43492,2723,30903,47660,2209,21102,36467
8102,2687,22212,33142,1596,22888,39754,1091,20685,21173
8098,3428,95357,120294,2332,121587,145657,1096,46111,60927
8097,1146,93269,105143,864,98571,112687,282,51765,68644
8096,13638,78399,96742,8769,100313,114743,4869,44962,59192
8095,7,0,0,7,0,0,0,0,0
8094,15072,82420,100348,10159,108297,120738,4913,40947,51137
8093,3753,59328,84736,2053,81311,113869,1700,32043,46291
8092,1275,71518,96126,889,91691,116550,386,32143,45512
8091,2068,75985,98450,1382,84200,114825,686,32359,55254
8090,2911,98701,109317,2313,104644,117441,598,64611,72668
8089,1486,81850,101558,1157,97656,114587,329,31094,43626
8088,9440,87216,107378,6563,103933,127595,2877,41994,57417
8087,10617,66765,82939,7093,76160,92177,3524,46899,62201
8086,3197,71875,89720,1831,92989,105949,1366,46875,65915
8085,6911,121645,136129,5684,130123,143364,1227,73239,85133
8084,2724,78309,98047,1897,105703,120391,827,37284,43157
8083,3935,74798,89647,2837,86821,101620,1098,41094,52527
8081,16793,87407,104760,12763,103203,116320,4030,52993,59394
8080,13425,107566,127108,10309,121186,143798,3116,53506,64367
8079,4018,42077,67275,2444,60750,82313,1574,24620,41181
8078,3123,71495,83081,1998,88214,95745,1125,49635,54358
8077,6837,113281,129392,5348,124714,141559,1489,71563,78871
8075,11098,75938,95800,7587,91614,109540,3511,46997,60537
8074,0,0,0,0,0,0,0,0,0
8073,40,0,181395,40,126563,121955,0,0,0
8072,107,73882,83536,60,137900,116360,47,0,41632
8071,3684,81448,92980,2425,105366,112876,1259,39474,52382
8070,5129,67906,81492,3117,85099,102098,2012,33704,45816
8069,4763,51964,61786,2731,63586,70984,2032,31250,47760
8068,2838,62091,81927,1847,78958,99060,991,44442,46932
8067,582,93889,103439,444,105500,113827,138,49722,63086
8066,3839,50477,71851,1890,73380,98896,1949,33726,42687
8065,2761,73212,88124,1795,75931,91671,966,61063,69028
8064,22,0,0,6,0,0,16,0,0
8063,1055,65720,85243,804,70893,92052,251,40972,47104
8062,5467,140250,163201,4400,159911,182475,1067,52375,69873
8061,893,152083,151096,791,164018,158027,102,84444,97348
8060,9088,93377,109619,6303,107321,129078,2785,51020,59690
8059,2153,81168,86007,1347,90286,99147,806,48511,51314
8057,7215,155780,216990,5700,178977,252614,1515,51162,76230
8056,1539,145039,161309,1359,154453,172748,180,48594,56979
8055,9895,132732,158477,7959,149341,177956,1936,59528,76561
8054,17494,97536,128800,11393,116369,151344,6101,62109,83611
8053,18109,99454,124618,11954,125566,149444,6155,58545,73501
8052,8332,64666,78331,4348,80726,94594,3984,48047,57737
8051,4104,87986,113785,2697,96815,135567,1407,58897,60201
8050,10190,88826,107802,7069,100496,122464,3121,58097,69198
8049,2063,69508,76219,1149,78944,84237,914,56611,59743
8048,4735,106581,130724,3306,138824,155131,1429,47452,72731
8046,10784,79653,91810,8300,86341,97595,2484,49831,58245
8045,1162,69333,84315,676,99337,119270,486,19643,32321
8043,11035,100075,148353,7627,131052,186308,3408,46161,61352
8042,112,141146,139729,34,0,156494,78,0,0
8041,320,122125,143833,240,149348,176842,80,23125,44805
8039,44,0,68791,31,0,50777,13,0,0
8038,92,0,67098,47,101065,100864,45,26442,31831
8037,8453,73031,89784,5662,86408,102420,2791,37382,59728
8036,2313,109523,151497,1889,117301,170488,424,53750,54084
8035,3199,96250,119009,2073,124948,146922,1126,53214,65326
8034,7233,95248,114885,4776,108393,134959,2457,60238,73241
8033,6003,128134,178029,4173,167431,224616,1830,48986,68654
8031,4491,60041,71368,2839,65986,80031,1652,40678,49504
8030,5162,57866,66120,3246,71944,78790,1916,26071,37845
8029,2050,74348,79567,1288,92800,99780,762,24731,44548
8028,6696,75189,87171,4443,87455,99106,2253,46910,62044
8027,1895,76648,86819,1323,86940,98926,572,44583,52003
8026,757,83073,98086,588,95682,108113,169,55625,61986
8023,128,32197,54159,79,0,61756,49,40234,41912
8022,3729,97008,131602,2586,130391,164449,1143,42102,53431
8021,18973,55474,70557,10453,72930,90009,8520,34903,43164
8020,1208,0,89164,1059,0,93079,149,0,61342
8019,451,127917,132277,364,148333,142971,87,57361,86548
8016,12742,77442,101712,8504,96490,122812,4238,45169,56058
8015,7173,67565,87002,4929,80864,98077,2244,47643,49338
8014,124,105208,109147,124,105208,104028,0,0,0
8012,14625,79948,95210,9844,94686,110889,4781,49550,56818
8011,0,0,0,0,0,0,0,0,0
8010,4244,64071,87626,2738,91311,101330,1506,43339,58773
8009,4882,87704,96518,3280,97459,111131,1602,38013,60634
8008,3356,91483,142268,2180,111694,167577,1176,51389,94410
8007,2106,79125,82498,1248,99121,104702,858,33047,49902
8006,189,75972,94113,137,112708,117036,52,27083,33719
8005,9660,78389,94030,7112,87196,103851,2548,44848,64337
8004,4072,86607,107889,2900,103188,119856,1172,58849,75532
8003,10884,132441,162489,8846,152968,179829,2038,51809,83466
8002,8684,85291,109609,5604,101207,128088,3080,46102,73168
8001,281,73398,94498,193,114408,115129,88,0,49250
7981,3701,120870,143787,2447,140868,173436,1254,64545,84256
7980,899,124590,158822,712,132075,188270,187,0,46696
7979,171,134236,139268,148,137568,138881,23,0,0
7977,206,88421,144723,190,89474,152469,16,46000,52731
7976,253,89784,143896,208,93523,156665,45,0,0
7974,4511,152154,203215,3400,184303,236909,1111,81188,93386
7970,40,0,0,40,0,0,0,0,0
7961,0,0,0,0,0,0,0,0,0
7960,17712,136250,189226,11296,169583,227815,6416,86447,118130
7950,7468,128121,149739,4781,155806,176627,2687,84427,96270
7946,1133,153583,218397,976,188553,236765,157,54821,102157
7945,3240,191071,265627,2584,223333,309641,656,84659,90043
7940,5755,157577,216297,3933,190273,269047,1822,77754,98876
7939,43,43365,36514,0,0,0,43,43365,36514
7936,3765,127977,155638,3075,138505,167914,690,69286,96834
7935,106,191750,336178,76,"250,000+",426730,30,0,106777
7934,497,157750,225765,383,172250,261842,114,27000,74479
7933,989,150404,183242,762,166827,207416,227,57891,74230
7932,4228,120550,151840,2597,152958,198642,1631,46318,76324
7931,1047,137472,283465,866,154167,306097,181,0,172773
7930,2896,164186,206563,2347,176250,221420,549,0,137561
7928,6304,201123,284554,4801,"250,000+",338028,1503,73125,105514
7927,1720,129000,149852,1154,133261,157559,566,126719,134140
7926,20,0,0,9,0,0,11,0,0
7924,2505,161989,246828,2029,186928,280894,476,66176,82803
7922,4101,178563,236191,3510,205086,257905,591,74375,104378
7921,3870,114924,151661,1664,156832,206765,2206,89444,109835
7920,9811,151954,219603,7190,205310,260186,2621,74395,107327
7901,8409,142909,243821,5993,214156,304515,2416,77045,91022
7885,3947,82301,103889,2636,84754,108705,1311,71528,81645
7882,5769,81566,103959,3730,111576,124928,2039,52710,63099
7881,4,0,0,4,0,0,0,0,0
7880,64,123462,121338,48,0,0,16,0,0
7878,244,95147,110376,159,89120,117670,85,96544,96733
7876,3307,140994,157323,2807,148923,167420,500,75625,84464
7874,3021,100546,113754,2421,114375,121051,600,70461,75347
7871,7167,137658,163995,5730,154848,183181,1437,72454,83553
7870,8,0,0,8,0,0,0,0,0
7869,9024,145532,178821,7008,183304,206886,2016,66272,77591
7866,8324,115263,137400,5981,137549,161076,2343,53431,72733
7865,651,133490,124641,593,135128,119502,58,133229,122607
7863,1482,83879,100056,1080,93269,107260,402,41250,68605
7860,9801,92085,121143,6804,114672,143757,2997,47567,62353
7857,1638,71250,90196,779,94531,100760,859,45688,74218
7856,1837,96444,121100,1037,111959,153454,800,75120,79161
7853,4272,166276,191896,3669,186157,208285,603,69896,87460
7852,1577,92750,112261,1056,111667,133595,521,50673,64149
7851,62,89015,97105,48,89167,109840,14,0,53436
7850,2429,89395,108406,1980,94455,118460,449,46186,58471
7849,3630,101538,119197,2665,125536,140451,965,51801,60010
7848,1635,89934,129194,1218,115769,149393,417,50972,67899
7847,848,68580,91273,594,68608,97996,254,68333,75548
7846,12,86875,90542,12,86875,90542,0,0,0
7843,4341,94836,111616,3120,108778,126362,1221,60592,65317
7842,31,0,134555,31,101094,110639,0,0,0
7840,11603,93527,113503,7663,116452,134242,3940,49432,66736
7838,1237,98646,123049,882,115000,143057,355,64766,70977
7836,4117,122861,154974,2999,143615,176438,1118,76643,84506
7834,6820,143481,164831,4918,165698,195383,1902,68067,84017
7833,59,51445,89949,31,0,105061,28,0,0
7832,1249,96932,124804,995,107699,133863,254,49938,89220
7830,2721,134750,155640,2350,153413,167805,371,50043,73155
7828,5992,79943,112598,4160,91953,128926,1832,55690,65827
7827,1696,79828,93456,1008,92419,115784,688,41410,60628
7826,2236,93462,113794,1649,106031,127209,587,50707,72640
7825,3420,102823,117553,2637,114450,132857,783,55199,61656
7823,3704,66543,78207,2203,85524,97412,1501,28642,47864
7822,344,84677,102950,312,84274,98501,32,0,0
7821,3434,113352,127804,2466,120625,139888,968,69375,91660
7820,0,0,0,0,0,0,0,0,0
7803,1269,95516,117315,932,95473,113648,337,62625,96648
7801,8472,70287,90305,6137,74591,102376,2335,32736,46594
7764,2692,102037,126578,1834,136471,150941,858,38320,72515
7762,3964,84800,134949,2004,133571,181326,1960,56293,87038
7760,2960,177255,314832,2220,231875,382615,740,69565,107304
7758,1609,83250,115877,1218,99306,130976,391,27470,59393
7757,2258,105038,136979,1542,146563,172356,716,57400,57721
7756,1871,64290,118324,854,83333,176399,1017,55213,66772
7755,2033,101354,131765,1619,114676,146492,414,41667,60172
7753,16009,80078,98718,8792,105161,123824,7217,55602,64424
7751,6595,149223,182960,5328,169615,196723,1267,95787,122407
7750,1485,111415,187320,951,159375,244505,534,56979,85479
7748,9584,123130,153753,7518,137394,169202,2066,60697,91937
7747,12235,109489,128359,8437,124169,150395,3798,58929,76192
7746,5808,166725,205665,5116,186536,222332,692,56750,79789
7740,12153,62224,80808,7527,66100,86543,4626,43978,63583
7739,2064,202875,268528,1668,205625,296460,396,0,141214
7738,2223,156164,179332,1890,166217,200151,333,26723,40270
7737,1422,114597,135565,1073,136683,152419,349,60529,76635
7735,7567,83466,98555,4899,112048,120186,2668,54324,56227
7734,4844,76747,88845,3359,88569,101822,1485,33858,48968
7733,5975,141115,207324,4845,173517,238676,1130,42992,68797
7732,2688,76316,111129,1158,138226,162882,1530,65223,65333
7731,12737,115403,128279,10308,125274,136795,2429,51276,81824
7730,6260,104186,116778,4444,125404,136376,1816,41500,65466
7728,20180,93395,126807,13959,131231,154169,6221,41815,60967
7727,2255,87253,119398,1736,113000,136921,519,48785,58903
7726,15792,127460,158517,11887,161107,187846,3905,45186,66378
7724,8733,86953,118053,5335,116310,145801,3398,57917,70713
7723,284,66500,153902,166,111250,234363,118,19545,40711
7722,3451,175114,227846,2904,197786,232085,547,52293,202915
7721,1258,103438,116102,719,116276,136913,539,68583,85599
7720,1934,78452,125402,804,74904,171857,1130,85938,91308
7719,8742,95709,121490,5211,118527,145079,3531,63281,81361
7718,2471,138750,143717,1914,138382,149676,557,101042,116738
7717,876,89615,153047,440,119821,224364,436,64038,80916
7716,3593,102446,136075,2030,110833,166840,1563,61813,90009
7712,16623,75025,107405,9267,106356,134337,7356,45747,71032
7711,574,105455,188648,392,161528,226056,182,61500,103407
7704,1887,184201,278441,1551,201016,283408,336,122008,251805
7703,46,0,0,33,0,0,13,0,0
7702,1374,142870,196357,1127,159922,220649,247,60729,83706
7701,10559,95419,141420,6118,122500,160119,4441,56583,112777
7677,1890,197632,229801,1629,203452,247581,261,63938,115727
7676,3334,141000,171224,2583,151188,189356,751,65573,103919
7675,9697,146866,182843,7460,164577,207562,2237,69954,95472
7670,4670,180601,240978,3989,205972,264846,681,87404,95503
7666,13164,113934,152341,9961,143819,179673,3203,47083,60490
7663,5184,107511,113316,3590,118973,129121,1594,51938,68806
7662,2139,87171,125337,1455,126339,148747,684,52432,70797
7661,4119,128231,169764,3324,166875,194546,795,46356,66092
7660,4795,81908,104878,3214,104659,122273,1581,46287,64396
7657,3865,79696,110113,2937,97210,120361,928,43143,66171
7656,3315,143147,164821,2410,183071,202310,905,43015,63439
7652,8334,130273,153500,6658,141619,172589,1676,48868,76980
7650,7291,79063,99747,5568,89375,108618,1723,36964,59489
7649,2672,144474,184068,2197,180066,206940,475,71927,74843
7648,1945,131563,159043,1448,156471,194980,497,29375,46191
7647,1806,105326,154443,1543,115054,168187,263,45703,61786
7646,5886,94821,124029,4281,124155,144845,1605,49458,66041
7645,2902,156042,184907,2446,157153,193774,456,39091,115276
7644,8825,64249,93061,5883,75606,106997,2942,48958,57701
7643,4106,69224,92164,2864,83673,97265,1242,47262,76208
7642,3454,155742,172766,2842,175541,193003,612,54000,75000
7641,1084,181500,215436,970,199750,228305,114,73833,101487
7640,1746,135750,198710,1446,163750,228094,300,0,51653
7632,1906,158042,242530,1631,172969,263780,275,0,116044
7631,11064,86485,140046,7709,96467,150033,3355,67892,111539
7630,2639,129289,148307,2270,140326,162190,369,32235,57818
7628,6558,107172,130672,4804,119213,149820,1754,52625,76262
7627,1672,153558,239096,1437,169361,261519,235,69875,92751
7626,2917,141706,183753,2412,159274,202573,505,0,93864
7624,2632,143947,193718,2258,166934,211568,374,60167,79086
7621,9037,102724,116073,6672,115333,131909,2365,54974,64515
7620,518,161346,282821,442,163529,304337,76,0,153270
7608,36,0,64097,20,0,85490,16,0,37356
7607,3717,98511,124982,2570,120735,137948,1147,43281,94409
7606,803,85703,102516,666,95417,106490,137,44821,63783
7605,3344,96468,142178,2423,121793,168925,921,37533,68374
7604,4250,95784,119522,3025,106717,138606,1225,41211,67678
7603,2883,99107,108858,2180,95833,113212,703,60362,66711
7601,19537,71079,87605,9865,76563,97547,9672,57736,73540
7524,4196,42601,66514,3292,44581,71527,904,16821,34206
7522,6396,39974,52814,5063,39258,51413,1333,25552,34922
7514,6080,48921,58861,4340,49398,60942,1740,42000,45086
7513,3138,53043,69493,2733,52699,69057,405,38159,45330
7512,3692,96750,122166,2966,103731,128838,726,53636,90209
7508,7478,80364,106833,5967,90179,117596,1511,36354,54636
7506,7138,103586,124893,5016,118095,145827,2122,56775,67604
7505,1111,16821,26817,536,19355,31842,575,11726,19120
7504,3779,60636,75585,3003,65128,80431,776,43725,47573
7503,5476,52286,72279,3805,62738,82121,1671,34297,40195
7502,4412,50871,70751,3672,56079,75064,740,28574,36962
7501,11039,35396,50891,7224,43986,57663,3815,17109,32692
7495,0,0,0,0,0,0,0,0,0
7481,5808,162095,226921,4619,198365,263808,1189,60184,80414
7480,6018,95714,114955,4224,121250,135299,1794,50109,64555
7470,18670,127680,157096,13697,153741,183038,4973,60846,80626
7465,2585,96757,121845,1764,118333,145724,821,66058,69579
7463,3399,127574,143420,2754,142731,158134,645,59659,78722
7462,2649,81741,101555,1645,95020,117386,1004,63333,72614
7461,6782,89356,99378,4839,102453,113919,1943,45511,59825
7460,1288,107115,123559,832,145278,143435,456,85970,78367
7458,3867,197898,289329,3200,211596,314451,667,108271,148980
7457,1853,112688,120657,1063,130625,148267,790,76429,82899
7456,4232,123206,143230,3502,141818,154206,730,61694,87555
7452,3593,178607,223283,3138,206688,246030,455,42022,61217
7450,8441,179958,248848,6719,221378,282735,1722,102941,112085
7446,5346,155846,186841,4102,177409,211088,1244,79107,101858
7444,4814,95500,119295,2621,130766,158310,2193,40625,71194
7442,4216,98348,117435,2964,115109,126547,1252,90213,91775
7440,1583,148185,155142,1307,164083,175062,276,0,48260
7439,801,89536,105887,632,96083,101395,169,66042,108627
7438,4579,121161,129401,3076,134524,157663,1503,60640,70040
7436,4248,140074,157374,3629,151417,169183,619,63813,78154
7435,1144,121721,163274,979,124242,175326,165,53988,89798
7432,2885,121607,144936,1920,141581,162252,965,64083,107180
7430,9788,101405,146566,6448,129387,175541,3340,57413,87394
7424,10559,90903,119417,6924,109611,133615,3635,74529,88184
7423,1438,230682,271848,1190,234297,285141,248,127708,208064
7422,2188,96813,123511,1706,108186,136040,482,73300,73341
7421,2831,110560,135790,2115,126302,147903,716,74342,98106
7420,1888,84636,92256,1158,104722,107191,730,54511,65319
7419,3699,83665,101812,2473,102235,120980,1226,44242,59935
7418,926,170859,169953,669,159679,173329,257,171040,152233
7417,3839,178794,253362,3204,212308,285518,635,0,85086
7416,2543,78072,88183,1350,90915,100629,1193,60365,68944
7410,11488,129965,155712,8964,154100,176600,2524,71474,76122
7407,6933,75779,91742,5120,87206,101736,1813,43854,58821
7405,6703,117077,151725,5032,139318,176665,1671,68672,73384
7403,2897,97674,117650,2017,111907,132718,880,69345,82788
7401,2235,157958,246173,1911,183102,278603,324,18877,40081
7311,301,210625,282874,205,"250,000+",349966,96,156300,139604
7310,6019,149927,174697,2706,183571,214396,3313,121365,140900
7307,15628,66795,87750,9476,77420,96418,6152,50268,69050
7306,20026,62734,79879,12111,69086,85173,7915,44603,67810
7305,23147,61704,87444,15131,71333,93764,8016,44161,69287
7304,15476,52903,77259,10962,58569,85333,4514,30773,50411
7302,23261,144172,183174,10742,191622,237617,12519,114034,134562
7208,11417,50861,70746,7525,55789,81215,3892,34820,45239
7206,8040,46275,60591,6235,43942,60671,1805,24969,39787
7205,7162,78779,98748,5403,91280,106234,1759,42040,65061
7204,5042,80842,98524,3552,87844,110892,1490,54434,61168
7203,7445,65307,83425,5190,68778,89759,2255,40625,59118
7202,13284,52825,67836,9512,62533,73929,3772,36282,42833
7201,8976,49203,61957,6390,51408,64662,2586,27332,39845
7114,3537,24004,42899,1659,47946,62792,1878,13520,25011
7112,9911,36289,55344,5421,47240,65977,4490,30209,39253
7111,20636,44898,59247,11389,54075,69033,9247,32626,42695
7110,11138,97955,123732,7528,128109,148005,3610,64662,69669
7109,12819,73384,90033,8942,83167,98851,3877,48153,58675
7108,9658,26758,43638,5595,31589,49273,4063,20667,31547
7107,13574,37418,51794,8277,50379,63169,5297,21133,28838
7106,11944,40989,58329,8108,48316,63554,3836,30229,42058
7105,17353,45222,60167,12016,46198,60667,5337,35857,52024
7104,18429,40957,57172,11024,51326,65941,7405,27107,39898
7103,12192,34117,48431,7055,43999,57178,5137,18336,31982
7102,5721,28990,49705,1953,46409,73572,3768,17550,36165
7095,7319,94004,103968,5480,105613,115990,1839,50603,63551
7094,7672,125142,138865,5379,139873,155743,2293,71140,89970
7093,23585,64130,84666,15521,62495,85624,8064,54159,74206
7092,2544,124000,161711,1975,171640,188396,569,41732,68327
7090,10177,158491,230689,7818,202474,272856,2359,58672,87789
7088,1114,67604,82191,644,82000,101749,470,45929,55019
7087,25550,49439,69508,16844,53090,73560,8706,34208,52800
7086,6905,100328,143819,3463,138750,175028,3442,86422,110696
7083,19268,97246,115585,14358,107822,127161,4910,60062,75846
7082,1979,91063,147269,1289,145546,190825,690,48932,61580
