address,city,state,postcode,latitude,longitude,bedroom_number,bathroom_number,square_meter,price,household_number,household_mean_income,families_number,family_mean_income,non_family_number,non_family_mean_income,population,20to24,25to34,35to44,45to54,55to59,60to64,65to74,75to84,median_age
Chugach Meadows Loop,Anchorage,AK,99507,61.154293,-149.85236,2,2,102,224900,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Meadow Street,Anchorage,AK,99507,61.15765,-149.85184,2,2,93,220000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Meadow Street,Anchorage,AK,99507,61.153324,-149.85172,3,2,103,205000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
East 17th Avenue,Anchorage,AK,99501,61.205196,-149.8551,1,2,75,114000,7256,87836,2940,117534,4316,65106,16267,1029,3364,2282,2143,908,1080,1712,733,38
I Street,Anchorage,AK,99501,61.21068,-149.89989,2,2,192,835000,7256,87836,2940,117534,4316,65106,16267,1029,3364,2282,2143,908,1080,1712,733,38
Dailey Avenue,Anchorage,AK,99515,61.110283,-149.87604,3,3,153,350000,7624,124110,5397,131463,2227,91008,21596,1481,2530,3172,2838,1387,1463,1793,718,37.9
Pheasant Avenue,Homer,AK,99603,59.715946,-151.30392,2,2,116,375000,4243,83219,2591,98487,1652,55565,10852,477,1437,1423,1086,851,843,1465,378,39.9
Bay Avenue,Homer,AK,99603,59.638847,-151.50467,4,2,117,279000,4243,83219,2591,98487,1652,55565,10852,477,1437,1423,1086,851,843,1465,378,39.9
Auk Street,Kenai,AK,99611,60.559788,-151.20656,3,3,127,99000,5360,84095,3239,97022,2121,59561,14594,863,2153,1810,1714,922,992,1260,831,36.7
Hightower Road,Girdwood,AK,99587,60.9629,-149.1336,1,1,75,375000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Crystal Mountain Road,Girdwood,AK,99587,60.961185,-149.10796,1,1,61,380000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Hightower Road,Girdwood,AK,99587,60.965008,-149.13211,2,2,102,489500,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Bowpicker Lane,Kenai,AK,99611,60.532593,-151.25813,3,3,265,769999,5360,84095,3239,97022,2121,59561,14594,863,2153,1810,1714,922,992,1260,831,36.7
Bowpicker Lane,Kenai,AK,99611,60.532593,-151.25813,3,4,210,659999,5360,84095,3239,97022,2121,59561,14594,863,2153,1810,1714,922,992,1260,831,36.7
Powder Drive,Girdwood,AK,99587,60.9587,-149.11517,3,3,197,799000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Powder Drive,Girdwood,AK,99587,60.958702,-149.1152,3,3,197,799000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Hightower Road,Girdwood,AK,99587,60.965393,-149.13089,2,2,92,449999,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Powder Drive,Girdwood,AK,99587,60.958748,-149.11449,3,3,197,799000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Powder Drive,Girdwood,AK,99587,60.958702,-149.11542,3,3,197,799000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Powder Drive,Girdwood,AK,99587,60.958702,-149.11537,3,3,197,799000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Powder Drive,Girdwood,AK,99587,60.958706,-149.11467,3,3,197,799000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Alyeska Highway,Girdwood,AK,99587,60.95834,-149.15201,3,3,158,715000,894,119128,427,152558,467,76586,2029,66,263,443,420,119,98,145,99,42.9
Ocean Point Drive,Anchorage,AK,99515,61.1117,-149.87154,2,2,90,219900,7624,124110,5397,131463,2227,91008,21596,1481,2530,3172,2838,1387,1463,1793,718,37.9
Johns Road,Anchorage,AK,99515,61.11212,-149.87848,3,3,175,490000,7624,124110,5397,131463,2227,91008,21596,1481,2530,3172,2838,1387,1463,1793,718,37.9
Fairweather Drive,Anchorage,AK,99518,61.15952,-149.87268,3,3,138,299900,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Merlin Loop,Anchorage,AK,99518,61.15906,-149.86743,3,2,122,255000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Denali Street,Anchorage,AK,99518,61.16876,-149.87663,2,2,74,175000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Evander Drive,Anchorage,AK,99518,61.151814,-149.87315,3,3,152,355500,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Meadow Street,Anchorage,AK,99507,61.15312,-149.85216,4,2,124,238000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Fairweather Drive,Anchorage,AK,99518,61.159184,-149.87299,3,2,137,285000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Hardwood Court,Anchorage,AK,99507,61.169495,-149.85144,3,2,127,313000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Meadow Street,Anchorage,AK,99507,61.153175,-149.85115,2,2,95,209500,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
P Street,Anchorage,AK,99501,61.212074,-149.91203,2,1,65,140000,7256,87836,2940,117534,4316,65106,16267,1029,3364,2282,2143,908,1080,1712,733,38
Wildrose Court,Anchorage,AK,99518,61.160007,-149.87057,2,2,103,155000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Pacific Place,Anchorage,AK,99501,61.216293,-149.90623,2,2,111,499000,7256,87836,2940,117534,4316,65106,16267,1029,3364,2282,2143,908,1080,1712,733,38
West 12th Avenue,Anchorage,AK,99501,61.21054,-149.91057,2,2,157,395000,7256,87836,2940,117534,4316,65106,16267,1029,3364,2282,2143,908,1080,1712,733,38
Foxridge Circle,Anchorage,AK,99518,61.15614,-149.88019,3,2,133,265000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
East 56th Avenue,Anchorage,AK,99518,61.16988,-149.87497,2,1,69,165000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
East Dowling Road,Anchorage,AK,99518,61.166065,-149.87636,3,3,155,285000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Fairweather Drive,Anchorage,AK,99518,61.15934,-149.87286,3,3,168,330000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Spenard Road,Anchorage,AK,99503,61.203285,-149.90579,3,3,242,599900,6167,73025,2999,85128,3168,58358,12360,1205,2962,1483,1718,844,870,871,615,36.2
M Street,Anchorage,AK,99501,61.21833,-149.90546,1,2,113,263000,7256,87836,2940,117534,4316,65106,16267,1029,3364,2282,2143,908,1080,1712,733,38
Old Seward Highway,Anchorage,AK,99518,61.159218,-149.86533,3,2,120,224900,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Marsha Loop,Anchorage,AK,99507,61.14745,-149.83134,3,3,136,319500,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Independence Drive,Anchorage,AK,99507,61.133038,-149.84172,2,1,71,155000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Jamestown Circle,Anchorage,AK,99507,61.129005,-149.84492,1,1,59,169000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Elcadore Drive,Anchorage,AK,99507,61.123444,-149.85248,3,3,111,234500,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
O'Brien Street,Anchorage,AK,99507,61.15815,-149.83575,3,2,136,259000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Silver Chase Court,Anchorage,AK,99507,61.16677,-149.82791,3,2,129,260000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
East 73rd Avenue,Anchorage,AK,99507,61.154564,-149.84389,3,2,133,319900,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Zion Court,Anchorage,AK,99507,61.15342,-149.83531,4,3,214,421000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Happy Lane,Anchorage,AK,99507,61.1795,-149.82962,1,1,59,95000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
East 73rd Avenue,Anchorage,AK,99507,61.154564,-149.84407,2,2,133,249000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Elcadore Drive,Anchorage,AK,99507,61.12342,-149.8533,2,2,91,197500,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Piper Street,Anchorage,AK,99507,61.17878,-149.82391,3,2,94,225000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Marsha Loop,Anchorage,AK,99507,61.14745,-149.83134,3,3,137,342000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Vanguard Drive,Anchorage,AK,99507,61.132484,-149.8464,2,1,76,150000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Laurel Street,Anchorage,AK,99507,61.165894,-149.83394,3,2,129,275000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Jamestown Drive,Anchorage,AK,99507,61.128567,-149.845,2,1,68,159000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Marsha Loop,Anchorage,AK,99507,61.14745,-149.83134,3,2,137,319999,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
East 20th Avenue,Anchorage,AK,99508,61.20273,-149.81732,2,1,87,270000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
Reka Drive,Anchorage,AK,99508,61.20402,-149.80585,2,2,99,135000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
Russian Jack Park,Anchorage,AK,99508,61.202625,-149.80672,2,2,87,155900,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
Tamarra Circle,Anchorage,AK,99508,61.20402,-149.8033,3,2,131,165000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
East 42nd Avenue,Anchorage,AK,99508,61.18219,-149.82979,2,2,74,165000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
Jamestown Drive,Anchorage,AK,99507,61.128227,-149.84563,2,1,68,159000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Bragaw Square Place,Anchorage,AK,99508,61.203224,-149.80942,3,2,125,199900,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
East 42nd Avenue,Anchorage,AK,99508,61.182777,-149.82567,2,2,83,165000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
East Tudor Road,Anchorage,AK,99508,61.181347,-149.83098,2,2,75,165000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
East 42nd Avenue,Anchorage,AK,99508,61.182777,-149.8254,2,2,83,155000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
Alexander Avenue,Anchorage,AK,99508,61.203083,-149.81558,2,2,84,250000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
Delridge Circle,Anchorage,AK,99507,61.15059,-149.82721,3,3,151,380000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Grumman Street,Anchorage,AK,99507,61.177357,-149.8214,3,3,163,365000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Marsha Loop,Anchorage,AK,99507,61.14745,-149.83134,3,2,133,309900,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Lauren Creek Loop,Anchorage,AK,99507,61.173,-149.8338,3,2,127,275000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Russian Jack Park,Anchorage,AK,99508,61.202625,-149.80637,2,2,88,144500,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
Lumbis Avenue,Anchorage,AK,99518,61.149925,-149.8681,2,2,111,190000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Wright Street,Anchorage,AK,99507,61.17973,-149.82755,2,1,77,89500,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Lumbis Avenue,Anchorage,AK,99518,61.149925,-149.8681,2,1,141,195000,4172,94295,2369,106317,1803,73882,10180,438,2538,1390,1186,786,479,544,266,32.9
Vanguard Drive,Anchorage,AK,99507,61.132656,-149.84724,2,1,77,164000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Russian Jack Park,Anchorage,AK,99508,61.202625,-149.80629,2,2,88,148000,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
Russian Jack Park,Anchorage,AK,99508,61.202625,-149.80644,2,2,87,134900,12815,80703,7732,88692,5083,61314,39926,3284,6224,4989,4921,1842,2160,2491,816,30.9
East 73rd Avenue,Anchorage,AK,99507,61.154564,-149.84404,3,2,134,239900,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Meadow Lark Way,Anchorage,AK,99507,61.165085,-149.83199,2,2,98,229000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
East Weile Avenue,Spokane,WA,99208,47.72264,-117.40407,2,1,74,200000,22139,84713,14866,100911,7273,46366,57606,3072,6869,7202,6818,3867,4211,6352,2635,40.2
Tanglewood Lakes Circle,Anchorage,AK,99516,61.116356,-149.85414,3,3,214,495000,7117,191131,5602,205106,1515,117927,21428,1091,1933,3271,3248,1555,1534,2151,610,41.4
Jamestown Drive,Anchorage,AK,99507,61.12785,-149.84373,2,1,68,125900,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Hollybrook Circle,Anchorage,AK,99507,61.12635,-149.85045,3,3,161,364900,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Elcadore Drive,Anchorage,AK,99507,61.123905,-149.85213,3,3,110,229000,13485,115895,9166,130234,4319,78815,35916,2255,6674,4692,4860,2349,2167,2733,902,35.3
Boundary Avenue,Anchorage,AK,99504,61.22404,-149.7371,2,1,91,185000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
East 41st Court,Anchorage,AK,99504,61.183853,-149.76364,3,2,160,270000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Northview Drive,Anchorage,AK,99504,61.208073,-149.72768,2,1,94,149000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Northview Drive,Anchorage,AK,99504,61.206406,-149.72696,2,1,94,147900,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Whispering Loop,Anchorage,AK,99504,61.22071,-149.75987,3,3,141,299000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Whispering Loop,Anchorage,AK,99504,61.22072,-149.76021,3,3,152,410000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
East Northern Lights Boulevard,Anchorage,AK,99504,61.195133,-149.76,2,2,104,218500,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Matthew Paul Way,Anchorage,AK,99504,61.222927,-149.76213,3,2,119,215000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Gold Kings Circle,Anchorage,AK,99504,61.22389,-149.75307,3,2,101,189500,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Normanshire Court,Anchorage,AK,99504,61.199543,-149.7313,3,2,141,265000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Pinnacle Circle,Anchorage,AK,99504,61.18256,-149.73126,3,2,123,269500,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Moonrise Ridge Place,Anchorage,AK,99516,61.1171,-149.8542,3,4,202,525000,7117,191131,5602,205106,1515,117927,21428,1091,1933,3271,3248,1555,1534,2151,610,41.4
Boundary Avenue,Anchorage,AK,99504,61.22401,-149.71852,2,1,76,89990,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Ambler Lane,Anchorage,AK,99504,61.181454,-149.74799,2,2,69,191000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
West Northridge Court,Spokane,WA,99208,47.717968,-117.43981,2,1,79,258000,22139,84713,14866,100911,7273,46366,57606,3072,6869,7202,6818,3867,4211,6352,2635,40.2
Shageluk Street,Anchorage,AK,99504,61.22136,-149.76668,3,3,137,345000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Gemini Drive,Anchorage,AK,99504,61.183563,-149.7502,3,2,143,260000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
East 12th Avenue,Anchorage,AK,99504,61.210934,-149.76497,3,2,107,135000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
North Country Homes Boulevard,Spokane,WA,99218,47.739334,-117.415085,2,2,95,250000,6490,78905,3711,100584,2779,48042,15233,1431,1836,1559,1605,592,918,1484,671,34.4
Brookshire Loop,Anchorage,AK,99504,61.19997,-149.7312,3,2,126,260000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Muldoon Road,Anchorage,AK,99504,61.21794,-149.7328,3,3,164,265000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Augusta Circle,Anchorage,AK,99504,61.18762,-149.72044,3,2,97,249000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Gold Kings Avenue,Anchorage,AK,99504,61.22389,-149.75232,3,2,116,199000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Early View Drive,Anchorage,AK,99504,61.206745,-149.71881,3,2,93,222000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Defiance Street,Anchorage,AK,99504,61.18158,-149.77063,2,2,136,280000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Grand Larry Street,Anchorage,AK,99504,61.22313,-149.72946,3,2,119,232000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Pioneer Drive,Anchorage,AK,99504,61.18444,-149.73212,3,3,128,225000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Grand Larry Street,Anchorage,AK,99504,61.22309,-149.7299,2,1,72,78000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Gold Kings Avenue,Anchorage,AK,99504,61.22389,-149.75082,3,2,103,210000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Krane Drive,Anchorage,AK,99504,61.219616,-149.75653,2,1,76,105000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Boundary Avenue,Anchorage,AK,99504,61.22404,-149.73964,3,2,124,195000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Matthew Paul Way,Anchorage,AK,99504,61.222855,-149.76233,2,2,109,212000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
East 12th Avenue,Anchorage,AK,99504,61.211082,-149.77005,3,2,145,232000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Creekside Street,Anchorage,AK,99504,61.220966,-149.7407,3,4,260,380000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Boundary Avenue,Anchorage,AK,99504,61.22404,-149.73817,2,2,88,145000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Debarr Road,Anchorage,AK,99504,61.209858,-149.77034,2,2,100,170000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Neighbor Drive,Anchorage,AK,99504,61.21925,-149.74577,2,2,80,199000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Astonshire Court,Anchorage,AK,99504,61.199104,-149.73167,3,2,141,249500,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Grand Larry Street,Anchorage,AK,99504,61.222507,-149.72975,2,2,103,162000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Boundary Avenue,Anchorage,AK,99504,61.22404,-149.7378,2,2,87,148250,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Baxter Road,Anchorage,AK,99504,61.19499,-149.76312,2,2,88,210000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Shallow Pool Drive,Anchorage,AK,99504,61.207874,-149.73737,2,2,112,269900,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Grand Larry Street,Anchorage,AK,99504,61.222507,-149.72975,2,2,103,170000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Turf Court,Anchorage,AK,99504,61.208218,-149.7204,2,1,86,175000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Boundary Avenue,Anchorage,AK,99504,61.22404,-149.73955,3,2,112,235000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Matthew Paul Way,Anchorage,AK,99504,61.222813,-149.7621,3,2,119,215000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Shageluk Street,Anchorage,AK,99504,61.22173,-149.76727,4,3,158,437000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Shageluk Street,Anchorage,AK,99504,61.221622,-149.7672,4,3,169,431500,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Shageluk Street,Anchorage,AK,99504,61.221912,-149.7674,4,3,158,437000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Shageluk Street,Anchorage,AK,99504,61.22157,-149.76715,4,3,169,431500,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Shageluk Street,Anchorage,AK,99504,61.221478,-149.76709,3,3,136,410000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Shageluk Street,Anchorage,AK,99504,61.221947,-149.76741,4,3,158,437000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Shageluk Street,Anchorage,AK,99504,61.221424,-149.76707,3,3,136,410000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
Burl Court,Anchorage,AK,99504,61.18769,-149.76236,3,2,162,215000,15522,91364,10230,101983,5292,63559,40872,3082,7295,4723,4303,2203,2933,3725,1538,34
